name,city,state,state_url,dob,player_url
"Travis Grant","Clayton","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jan 1, 1950","http://www.basketball-reference.com/players/g/granttr01.html"
"JaMychal Green","Montgomery","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 21, 1990","http://www.basketball-reference.com/players/g/greenja01.html"
"Lamar Green","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Mar 22, 1947","http://www.basketball-reference.com/players/g/greenla01.html"
"Darrin Hancock","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Nov 3, 1971","http://www.basketball-reference.com/players/h/hancoda01.html"
"James Hardy","Knoxville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Dec 1, 1956","http://www.basketball-reference.com/players/h/hardyja01.html"
"Johnny High","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Apr 25, 1957","http://www.basketball-reference.com/players/h/highjo01.html"
"Cedrick Hordges","Montgomery","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jan 8, 1957","http://www.basketball-reference.com/players/h/hordgce01.html"
"Robert Horry","Andalusia","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 25, 1970","http://www.basketball-reference.com/players/h/horryro01.html"
"Elvin Ivory","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 2, 1948","http://www.basketball-reference.com/players/i/ivoryel01.html"
"Stanley Jackson","Tuskegee","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Oct 10, 1970","http://www.basketball-reference.com/players/j/jacksst01.html"
"Henry James","Centreville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 29, 1965","http://www.basketball-reference.com/players/j/jameshe01.html"
"Buck Johnson","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jan 3, 1964","http://www.basketball-reference.com/players/j/johnsbu01.html"
"Ken Johnson","Detroit","Michigan","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=MI","Feb 1, 1978","http://www.basketball-reference.com/players/j/johnske03.html"
"Nate Johnston","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Dec 18, 1966","http://www.basketball-reference.com/players/j/johnsna01.html"
"Edgar Jones","Fort Rucker","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 17, 1956","http://www.basketball-reference.com/players/j/jonesed01.html"
"Walter Jordan","Perry","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Feb 19, 1956","http://www.basketball-reference.com/players/j/jordawa01.html"
"Larry Kenon","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Dec 13, 1952","http://www.basketball-reference.com/players/k/kenonla01.html"
"Warren Kidd","Harpersville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Sep 9, 1970","http://www.basketball-reference.com/players/k/kiddwa01.html"
"Stan Kimbrough","Tuscaloosa","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Apr 24, 1966","http://www.basketball-reference.com/players/k/kimbrst01.html"
"Reggie King","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Feb 14, 1957","http://www.basketball-reference.com/players/k/kingre01.html"
"Antonio Lang","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","May 15, 1972","http://www.basketball-reference.com/players/l/langan02.html"
"James Lang","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Oct 17, 1983","http://www.basketball-reference.com/players/l/langja01.html"
"Jeff Malone","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 28, 1961","http://www.basketball-reference.com/players/m/malonje01.html"
"Keith McCord","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 22, 1957","http://www.basketball-reference.com/players/m/mccorke01.html"
"K.J. McDaniels","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Feb 9, 1993","http://www.basketball-reference.com/players/m/mcdankj01.html"
"Thales McReynolds","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 8, 1943","http://www.basketball-reference.com/players/m/mcreyth01.html"
"Joe Meriweather","Phenix City","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Oct 26, 1953","http://www.basketball-reference.com/players/m/meriwjo01.html"
"Larry Moffett","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Nov 5, 1954","http://www.basketball-reference.com/players/m/moffela01.html"
"Jamario Moon","Goodwater","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 13, 1980","http://www.basketball-reference.com/players/m/moonja01.html"
"Allen Murphy","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 15, 1952","http://www.basketball-reference.com/players/m/murphal01.html"
"Pete Myers","Mobile","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Sep 15, 1963","http://www.basketball-reference.com/players/m/myerspe01.html"
"Wiley Peck","Montgomery","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Sep 15, 1957","http://www.basketball-reference.com/players/p/peckwi01.html"
"Chuck Person","Brantley","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 27, 1964","http://www.basketball-reference.com/players/p/persoch01.html"
"Wesley Person","Crenshaw","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Mar 28, 1971","http://www.basketball-reference.com/players/p/persowe01.html"
"Eddie Phillips","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Sep 29, 1961","http://www.basketball-reference.com/players/p/philled01.html"
"Stan Pietkiewicz","Huntsville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 14, 1956","http://www.basketball-reference.com/players/p/pietkst01.html"
"Chris Porter","Abbeville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","May 9, 1978","http://www.basketball-reference.com/players/p/portech01.html"
"Cal Ramsey","Selma","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 13, 1937","http://www.basketball-reference.com/players/r/ramseca01.html"
"Theo Ratliff","Demopolis","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Apr 17, 1973","http://www.basketball-reference.com/players/r/ratlith01.html"
"Oliver Robinson","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Mar 13, 1960","http://www.basketball-reference.com/players/r/robinol01.html"
"Roy Rogers","Linden","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 19, 1973","http://www.basketball-reference.com/players/r/rogerro02.html"
"Curtis Rowe","Bessemer","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 2, 1949","http://www.basketball-reference.com/players/r/rowecu01.html"
"Willie Scott","Gadsden","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","May 22, 1947","http://www.basketball-reference.com/players/s/scottwi01.html"
"Walter Sharpe","Huntsville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 18, 1986","http://www.basketball-reference.com/players/s/sharpwa01.html"
"Johnny Simmons","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 7, 1924","http://www.basketball-reference.com/players/s/simmojo01.html"
"Doug Sims","Elba","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 29, 1943","http://www.basketball-reference.com/players/s/simsdo01.html"
"Bud Stallworth","Hartselle","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jan 18, 1950","http://www.basketball-reference.com/players/s/stallbu01.html"
"Erick Strickland","Opelika","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Nov 25, 1973","http://www.basketball-reference.com/players/s/stricer01.html"
"Andrew Toney","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Nov 23, 1957","http://www.basketball-reference.com/players/t/toneyan01.html"
"Ben Wallace","White Hall","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Sep 10, 1974","http://www.basketball-reference.com/players/w/wallabe01.html"
"Gerald Wallace","Sylacauga","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jul 23, 1982","http://www.basketball-reference.com/players/w/wallage01.html"
"Marcus Webb","Montgomery","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","May 9, 1970","http://www.basketball-reference.com/players/w/webbma01.html"
"Mario West","Huntsville","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Jun 19, 1984","http://www.basketball-reference.com/players/w/westma02.html"
"Ennis Whatley","Birmingham","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 11, 1962","http://www.basketball-reference.com/players/w/whatlen01.html"
"D.J. White","Tuscaloosa","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 31, 1986","http://www.basketball-reference.com/players/w/whitedj01.html"
"Rory White","Tuskegee","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 16, 1959","http://www.basketball-reference.com/players/w/whitero01.html"
"D.C. Wilcutt","Patton","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Mar 25, 1923","http://www.basketball-reference.com/players/w/wilcudc01.html"
"Duck Williams","Demopolis","Alabama","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AL","Aug 2, 1956","http://www.basketball-reference.com/players/w/willidu01.html"
"Mario Chalmers","Anchorage","Alaska","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AK","May 19, 1986","http://www.basketball-reference.com/players/c/chalmma01.html"
"Mark Alarie","Phoenix","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Dec 11, 1963","http://www.basketball-reference.com/players/a/alarima01.html"
"Jerryd Bayless","Phoenix","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Aug 20, 1988","http://www.basketball-reference.com/players/b/bayleje01.html"
"Steve Colter","Phoenix","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Jul 24, 1962","http://www.basketball-reference.com/players/c/coltest01.html"
"Ron Davis","Phoenix","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","May 1, 1954","http://www.basketball-reference.com/players/d/davisro01.html"
"Sean Elliott","Tucson","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Feb 2, 1968","http://www.basketball-reference.com/players/e/elliose01.html"
"Carrick Felix","Las Vegas","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Aug 17, 1990","http://www.basketball-reference.com/players/f/felixca01.html"
"Nick Johnson","Tempe","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Dec 22, 1992","http://www.basketball-reference.com/players/j/johnsni01.html"
"Perry Moss","Tucson","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Nov 11, 1958","http://www.basketball-reference.com/players/m/mosspe01.html"
"Larry Owens","Mesa","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Jan 8, 1983","http://www.basketball-reference.com/players/o/owensla01.html"
"Wayne See","Clemenceau","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Nov 3, 1923","http://www.basketball-reference.com/players/s/seewa01.html"
"Bernard Thompson","Phoenix","Arizona","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AZ","Aug 30, 1962","http://www.basketball-reference.com/players/t/thompbe01.html"
"James Anderson","El Dorado","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Mar 25, 1989","http://www.basketball-reference.com/players/a/anderja01.html"
"Jim Barnes","Tuckerman","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Apr 13, 1941","http://www.basketball-reference.com/players/b/barneji01.html"
"Ron Brewer","Fort Smith","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Sep 16, 1955","http://www.basketball-reference.com/players/b/brewero01.html"
"Marcus Brown","West Memphis","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Apr 3, 1974","http://www.basketball-reference.com/players/b/brownma01.html"
"Bob Burrow","Malvern","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 29, 1934","http://www.basketball-reference.com/players/b/burrobo01.html"
"Michael Cage","West Memphis","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jan 28, 1962","http://www.basketball-reference.com/players/c/cagemi01.html"
"Cory Carr","Fordyce","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Dec 5, 1975","http://www.basketball-reference.com/players/c/carrco01.html"
"Joe Barry Carroll","Pine Bluff","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 24, 1958","http://www.basketball-reference.com/players/c/carrojo01.html"
"Archie Clark","Conway","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 15, 1941","http://www.basketball-reference.com/players/c/clarkar01.html"
"Nathaniel Clifton","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Oct 13, 1922","http://www.basketball-reference.com/players/c/cliftna01.html"
"John Dickson","Searcy","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Nov 18, 1945","http://www.basketball-reference.com/players/d/dicksjo01.html"
"Jeremy Evans","Crossett","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Oct 24, 1987","http://www.basketball-reference.com/players/e/evansje01.html"
"Derek Fisher","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Aug 9, 1974","http://www.basketball-reference.com/players/f/fishede01.html"
"Archie Goodwin","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Aug 17, 1994","http://www.basketball-reference.com/players/g/goodwar01.html"
"Myron Jackson","Hamburg","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","May 6, 1964","http://www.basketball-reference.com/players/j/jacksmy01.html"
"Joe Johnson","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 29, 1981","http://www.basketball-reference.com/players/j/johnsjo02.html"
"Lee Johnson","Plummerville","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 16, 1957","http://www.basketball-reference.com/players/j/johnsle01.html"
"Caldwell Jones","McGehee","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Aug 4, 1950","http://www.basketball-reference.com/players/j/jonesca01.html"
"Charles Jones","Brooklyn","New York","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=NY","Jul 17, 1975","http://www.basketball-reference.com/players/j/jonesch03.html"
"Fred Jones","Malvern","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Mar 11, 1979","http://www.basketball-reference.com/players/j/jonesfr01.html"
"Major Jones","McGhee","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 9, 1953","http://www.basketball-reference.com/players/j/jonesma01.html"
"Wil Jones","McGehee","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Feb 27, 1947","http://www.basketball-reference.com/players/j/joneswi02.html"
"Andrew Lang","Pine Bluff","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 28, 1966","http://www.basketball-reference.com/players/l/langan01.html"
"Keith Lee","West Memphis","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Dec 28, 1962","http://www.basketball-reference.com/players/l/leeke01.html"
"Fat Lever","Pine Bluff","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Aug 18, 1960","http://www.basketball-reference.com/players/l/leverfa01.html"
"Quincy Lewis","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 26, 1977","http://www.basketball-reference.com/players/l/lewisqu01.html"
"Brian Martin","Fort Smith","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Aug 18, 1962","http://www.basketball-reference.com/players/m/martibr01.html"
"Jeff Martin","Cherry Valley","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jan 14, 1967","http://www.basketball-reference.com/players/m/martije01.html"
"Jim McElroy","Cotton Plant","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Oct 4, 1953","http://www.basketball-reference.com/players/m/mcelrji01.html"
"Eddie Miles","North Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 5, 1940","http://www.basketball-reference.com/players/m/milesed01.html"
"Sidney Moncrief","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Sep 21, 1957","http://www.basketball-reference.com/players/m/moncrsi01.html"
"Gaylon Nickerson","Osecola","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Feb 5, 1969","http://www.basketball-reference.com/players/n/nickega01.html"
"Dennis Nutt","Little Rock","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Mar 25, 1963","http://www.basketball-reference.com/players/n/nuttde01.html"
"Jimmy Oliver","Menifee","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 12, 1969","http://www.basketball-reference.com/players/o/oliveji01.html"
"Scottie Pippen","Hamburg","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Sep 25, 1965","http://www.basketball-reference.com/players/p/pippesc01.html"
"Bryant Reeves","Fort Smith","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jun 8, 1973","http://www.basketball-reference.com/players/r/reevebr01.html"
"Jackie Ridgle","Altheimer","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Feb 13, 1948","http://www.basketball-reference.com/players/r/ridglja01.html"
"Jerry Rook","Jonesboro","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Oct 27, 1943","http://www.basketball-reference.com/players/r/rookje01.html"
"Paul Silas","Prescott","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 12, 1943","http://www.basketball-reference.com/players/s/silaspa01.html"
"Jeff Taylor","Blytheville","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jan 1, 1960","http://www.basketball-reference.com/players/t/tayloje01.html"
"Jeff Webster","Pine Bluff","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Feb 19, 1971","http://www.basketball-reference.com/players/w/webstje01.html"
"Sonny Weems","West Memphis","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 8, 1986","http://www.basketball-reference.com/players/w/weemsso01.html"
"Corliss Williamson","Russellville","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Dec 4, 1973","http://www.basketball-reference.com/players/w/willico02.html"
"Jasper Wilson","Camden","Arkansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=AR","Jul 12, 1947","http://www.basketball-reference.com/players/w/wilsoja01.html"
"Alex Acker","Compton","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jan 21, 1983","http://www.basketball-reference.com/players/a/ackeral01.html"
"Mark Acres","Inglewood","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Nov 15, 1962","http://www.basketball-reference.com/players/a/acresma01.html"
"Hassan Adams","Inglewood","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jun 20, 1984","http://www.basketball-reference.com/players/a/adamsha01.html"
"Rick Adelman","Lynwood","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jun 16, 1946","http://www.basketball-reference.com/players/a/adelmri01.html"
"Arron Afflalo","Los Angeles","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Oct 15, 1985","http://www.basketball-reference.com/players/a/afflaar01.html"
"Josh Akognon","Greenbrae","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Feb 10, 1986","http://www.basketball-reference.com/players/a/akognjo01.html"
"Ray Allen","Merced","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jul 20, 1975","http://www.basketball-reference.com/players/a/allenra02.html"
"Darrell Allums","Los Angeles","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Sep 12, 1958","http://www.basketball-reference.com/players/a/allumda01.html"
"Louis Amundson","Ventura","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Dec 7, 1982","http://www.basketball-reference.com/players/a/amundlo01.html"
"Chris Andersen","Long Beach","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jul 7, 1978","http://www.basketball-reference.com/players/a/anderch01.html"
"Richard Anderson","San Pedro","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Nov 19, 1960","http://www.basketball-reference.com/players/a/anderri01.html"
"Ryan Anderson","Sacramento","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","May 6, 1988","http://www.basketball-reference.com/players/a/anderry01.html"
"Gilbert Arenas","Los Angeles","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jan 6, 1982","http://www.basketball-reference.com/players/a/arenagi01.html"
"Brandon Armstrong","San Francisco","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jun 16, 1980","http://www.basketball-reference.com/players/a/armstbr01.html"
"Stacey Augmon","Pasadena","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Aug 1, 1968","http://www.basketball-reference.com/players/a/augmost01.html"
"Isaac Austin","Gridley","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Aug 18, 1969","http://www.basketball-reference.com/players/a/austiis01.html"
"Ken Austin","Los Angeles","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Jul 15, 1961","http://www.basketball-reference.com/players/a/austike01.html"
"Dennis Awtrey","Hollywood","California","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=CA","Feb 22, 1948","http://www.basketball-reference.com/players/a/awtrede01.html"
