City,State Abr,Zip Code,Longitude,DMA Region,State,Latitude
"Naubinway","MI",49762,-85.29284,"","Michigan",46.142357
"Naugatuck","CT",6770,-73.05173000000001,533,"Connecticut",41.493763
"Naugatuck","WV",25685,-82.34372999999999,"","West Virginia",37.786897
"Nauvoo","AL",35578,-87.45746,"","Alabama",33.97173
"Nauvoo","IL",62354,-91.36597999999999,717,"Illinois",40.531825
"Navajo Dam","NM",87419,-107.52505,"","New Mexico",36.901026
"Navajo","AZ",87328,-109.08296,"","Arizona",35.923348
"Naval Academy","MD",21402,-76.47229,"","Maryland",38.988506
"Naval Air Statio","FL",33040,-81.75660000000001,"","Florida",24.567593
"Naval Amphibious","VA",23521,-76.1527,"","Virginia",36.916397
"Navarino","WI",54107,-88.45159,"","Wisconsin",44.710588
"Navarre","FL",32566,-86.89024999999999,686,"Florida",30.435069
"Navarre","OH",44662,-81.54071,"","Ohio",40.722891
"Navarro","CA",95463,-123.55081,807,"California",39.173321
"Navasota","TX",77868,-96.07999,618,"Texas",30.374501
"Naylor","GA",31641,-83.08841,"","Georgia",30.934298
"Naylor","MO",63953,-90.61875000000001,632,"Missouri",36.585908
"Naytahwaush","MN",56566,-95.61749,"","Minnesota",47.257131
"Nazareth","PA",18064,-75.31632,504,"Pennsylvania",40.746849
"Nazareth","TX",79063,-102.12349,"","Texas",34.543766
"Nazlini","AZ",86540,-109.41297,"","Arizona",35.952827
"Neah Bay","WA",98357,-124.64076,"","Washington",48.35306
"Neal","KS",66863,-96.07111,"","Kansas",37.831349
"Neapolis","OH",43547,-83.87108000000001,"","Ohio",41.491702
"Nebo","IL",62355,-90.77809000000001,"","Illinois",39.440654
"Nebo","KY",42441,-87.65307,"","Kentucky",37.36327
"Nebo","NC",28761,-81.90629,567,"North Carolina",35.666254
"Nebo","WV",25141,-81.03691000000001,"","West Virginia",38.642203
"Nebraska City","NE",68410,-95.87023000000001,652,"Nebraska",40.661439
"Necedah","WI",54646,-90.07117,669,"Wisconsin",44.057528
"Neche","ND",58265,-97.59021,724,"North Dakota",48.956342
"Neck City","MO",64849,-94.44382,"","Missouri",37.256327
"Nederland","CO",80466,-105.50805,751,"Colorado",39.964486
"Nederland","TX",77627,-93.99986,692,"Texas",29.974013
"Nedrow","NY",13120,-76.15797000000001,555,"New York",42.950501
"Needham Heights","MA",2494,-71.23154,506,"Massachusetts",42.29813
"Needham","AL",36915,-88.34902,"","Alabama",31.970871
"Needham","IN",46162,-85.95928000000001,"","Indiana",39.542985
"Needham","MA",2492,-71.23388,506,"Massachusetts",42.278247
"Needles","CA",92363,-114.62664,803,"California",34.808718
"Needmore","PA",17238,-78.12821,"","Pennsylvania",39.847933
"Needville","TX",77461,-95.82334,618,"Texas",29.401461
"Neely","MS",39461,-88.72248,"","Mississippi",31.176281
"Neelyton","PA",17239,-77.84147,"","Pennsylvania",40.130231
"Neelyville","MO",63954,-90.48645999999999,632,"Missouri",36.559031
"Neenah","WI",54956,-88.48273,658,"Wisconsin",44.180085
"Neeses","SC",29107,-81.12298,"","South Carolina",33.532767
"Neffs","OH",43940,-80.81605999999999,"","Ohio",40.027491
"Neffsville","PA",17601,-76.3155,"","Pennsylvania",40.072246
"Negaunee","MI",49866,-87.58244999999999,553,"Michigan",46.517192
"Negley","OH",44441,-80.54967000000001,"","Ohio",40.776151
"Nehalem","OR",97131,-123.88233,"","Oregon",45.715015
"Nehawka","NE",68413,-96.00315000000001,"","Nebraska",40.833188
"Neihart","MT",59465,-110.71696,"","Montana",46.926021
"Neillsville","WI",54456,-90.61457,702,"Wisconsin",44.553719
"Nekoma","KS",67559,-99.44681,"","Kansas",38.41473
"Nekoma","ND",58355,-98.36827,"","North Dakota",48.591846
"Nekoosa","WI",54457,-89.88239,705,"Wisconsin",44.260056
"Neligh","NE",68756,-98.02352,722,"Nebraska",42.150892
"Nellis Afb","NV",89191,-115.23128,"","Nevada",36.370315
"Nelson","AK",99571,-162.634,"","Alaska",55.315003
"Nelson","MN",56355,-95.23965,"","Minnesota",45.92084
"Nelson","MO",65347,-93.04083,"","Missouri",38.99158
"Nelson","PA",16940,-77.24666999999999,"","Pennsylvania",41.978436
"Nelson","VA",24580,-78.66151000000001,"","Virginia",36.589704
"Nelson","WI",54756,-91.95784999999999,"","Wisconsin",44.451724
"Nelsonville","OH",45764,-82.22975,535,"Ohio",39.450463
"Nemacolin","PA",15351,-79.92585,"","Pennsylvania",39.877676
"Nemaha","IA",50567,-95.10124999999999,"","Iowa",42.527637
"Nemaha","NE",68414,-95.67683,"","Nebraska",40.32194
"Nemo","SD",57759,-103.53733,"","South Dakota",44.197255
"Nemo","TX",76070,-97.65485,"","Texas",32.259829
"Nenana","AK",99760,-149.07674,"","Alaska",64.56088800000001
"Nenzel","NE",69219,-101.09984,"","Nebraska",42.686576
"Neodesha","KS",66757,-95.68300000000001,603,"Kansas",37.420016
"Neoga","IL",62447,-88.45037000000001,"","Illinois",39.32205
"Neola","IA",51559,-95.64792,652,"Iowa",41.455142
"Neola","UT",84053,-110.02525,"","Utah",40.440294
"Neola","WV",24986,-80.24008000000001,"","West Virginia",37.861237
"Neopit","WI",54150,-88.85947,"","Wisconsin",44.984514
"Neosho Falls","KS",66758,-95.56976,"","Kansas",38.005429
"Neosho Rapids","KS",66864,-95.98917,"","Kansas",38.368683
"Neosho","MO",64850,-94.39015999999999,603,"Missouri",36.86429
"Neosho","WI",53059,-88.52623,617,"Wisconsin",43.289159
"Neotsu","OR",97364,-123.98589,"","Oregon",44.997061
"Nephi","UT",84648,-111.88229,770,"Utah",39.692424
"Neponset","IL",61345,-89.79442,682,"Illinois",41.280262
"Neptune Beach","FL",32266,-81.40308,561,"Florida",30.316641
"Neptune City","NJ",7753,-74.05261,501,"New Jersey",40.208945
"Nerstrand","MN",55053,-93.05543,"","Minnesota",44.338132
"Nesbit","MS",38651,-89.97629000000001,"","Mississippi",34.893254
"Nesconset","NY",11767,-73.14303,501,"New York",40.842962
"Nescopeck","PA",18635,-76.20681999999999,"","Pennsylvania",41.038241
"Neshanic Station","NJ",8853,-74.72472,501,"New Jersey",40.51057
"Neshannock","PA",16105,-80.34538999999999,"","Pennsylvania",41.038205
"Neshkoro","WI",54960,-89.22575000000001,"","Wisconsin",43.959371
"Neskowin","OR",97149,-123.9737,"","Oregon",45.101518
"Nesmith","SC",29580,-79.56773,"","South Carolina",33.653454
"Nespelem","WA",99155,-119.00126,881,"Washington",48.17266
"Nesquehoning","PA",18240,-75.84811000000001,577,"Pennsylvania",40.857175
"Ness City","KS",67560,-99.92622,678,"Kansas",38.443723
"Netarts","OR",97143,-123.9483,"","Oregon",45.438112
"Netawaka","KS",66516,-95.72954,"","Kansas",39.626301
"Netcong","NJ",7857,-74.70301000000001,501,"New Jersey",40.897398
"Nettie","WV",26681,-80.70048,"","West Virginia",38.218258
"Nettleton","MS",38858,-88.58797,"","Mississippi",34.082553
"Nevada City","CA",95959,-120.95144,862,"California",39.299405
"Nevada","IA",50201,-93.44840000000001,679,"Iowa",42.026021
"Nevada","MO",64772,-94.35075000000001,603,"Missouri",37.838563
"Nevada","OH",44849,-83.13144,"","Ohio",40.815261
"Nevada","TX",75173,-96.42153,623,"Texas",33.048275
"Neversink","NY",12765,-74.61427,"","New York",41.845381
"Neville Island","PA",15225,-80.13571,"","Pennsylvania",40.513778
"Neville","OH",45156,-84.21176,"","Ohio",38.810072
"Nevinville","IA",50801,-94.38448,"","Iowa",41.070905
"Nevis","MN",56467,-94.85012999999999,613,"Minnesota",46.970017
"New Albany","IN",47150,-85.82522,529,"Indiana",38.30382
"New Albany","KS",66759,-95.93926,"","Kansas",37.568611
"New Albany","MS",38652,-88.99973,673,"Mississippi",34.489085
"New Albany","OH",43054,-82.82462,535,"Ohio",40.080252
"New Albany","PA",18833,-76.46516,"","Pennsylvania",41.5932
"New Albin","IA",52160,-91.30746000000001,"","Iowa",43.48058
"New Alexandria","PA",15670,-79.43967000000001,"","Pennsylvania",40.408295
"New Athens","IL",62264,-89.88852,"","Illinois",38.318253
"New Athens","OH",43981,-80.99518999999999,"","Ohio",40.184401
"New Auburn","WI",54757,-91.52127,702,"Wisconsin",45.235611
"New Augusta","IN",46268,-86.22546,"","Indiana",39.897548
"New Augusta","IN",46278,-86.28619,"","Indiana",39.89792
"New Augusta","MS",39462,-89.04494,"","Mississippi",31.215709
"New Baden","IL",62265,-89.6807,609,"Illinois",38.520285
"New Baden","TX",77870,-96.42982000000001,"","Texas",31.050207
"New Baltimore","MI",48051,-82.83068,505,"Michigan",42.682081
"New Baltimore","PA",15553,-78.77215,"","Pennsylvania",39.983808
"New Bavaria","OH",43548,-84.17549,"","Ohio",41.190188
"New Bedford","IL",61346,-89.71841999999999,"","Illinois",41.513879
"New Bedford","MA",2740,-70.93752000000001,521,"Massachusetts",41.634754
"New Bedford","MA",2744,-70.91453,"","Massachusetts",41.610754
"New Bedford","MA",2745,-70.93264000000001,"","Massachusetts",41.692806
"New Bedford","MA",2746,-70.93347,"","Massachusetts",41.659336
"New Bedford","PA",16140,-80.50393,508,"Pennsylvania",41.098098
"New Berlin","NY",13411,-75.31502,502,"New York",42.626177
"New Berlin","PA",17855,-76.985,577,"Pennsylvania",40.880509
"New Berlin","WI",53146,-88.15414,617,"Wisconsin",42.973663
"New Berlin","WI",53151,-88.09438,"","Wisconsin",42.980163
"New Berlinville","PA",19545,-75.63082,"","Pennsylvania",40.340392
"New Bern","NC",28560,-77.01509,545,"North Carolina",35.119674
"New Bern","NC",28562,-77.09936,"","North Carolina",35.091472
"New Bethlehem","PA",16242,-79.34610000000001,508,"Pennsylvania",41.007757
"New Blaine","AR",72851,-93.44323,"","Arkansas",35.289176
"New Bloomfield","MO",65063,-92.08132000000001,604,"Missouri",38.723957
"New Bloomfield","PA",17068,-77.17959,566,"Pennsylvania",40.409544
"New Bloomington","OH",43341,-83.31254,"","Ohio",40.587559
"New Boston","IL",61272,-91.0123,"","Illinois",41.223984
"New Boston","MI",48164,-83.38785,505,"Michigan",42.128069
"New Boston","MO",63557,-92.88684000000001,"","Missouri",39.963355
"New Boston","NH",3070,-71.69414,506,"New Hampshire",42.978267
"New Boston","OH",45662,-82.94293999999999,"","Ohio",38.762824
"New Braintree","MA",1531,-72.12248,"","Massachusetts",42.317121
"New Bremen","OH",45869,-84.38731,558,"Ohio",40.452556
"New Brighton","MN",55112,-93.19335,613,"Minnesota",45.076365
"New Brighton","PA",15066,-80.29472,508,"Pennsylvania",40.73998
"New Britain","CT",6051,-72.76996,533,"Connecticut",41.666249
"New Britain","CT",6052,-72.80128999999999,"","Connecticut",41.659099
"New Britain","CT",6053,-72.7908,"","Connecticut",41.686949
"New Britain","PA",18901,-75.12854,504,"Pennsylvania",40.317473
"New Brockton","AL",36351,-85.9175,606,"Alabama",31.406536
"New Brunswick","NJ",8901,-74.44775,501,"New Jersey",40.488304
"New Buffalo","PA",17069,-76.96991,"","Pennsylvania",40.454175
"New Burnside","IL",62967,-88.76394000000001,"","Illinois",37.582136
"New Cambria","KS",67470,-97.51114,"","Kansas",38.891137
"New Cambria","MO",63558,-92.74979,631,"Missouri",39.728897
"New Canaan","CT",6840,-73.49178000000001,501,"Connecticut",41.150146
"New Caney","TX",77357,-95.17832,618,"Texas",30.170751
"New Canton","IL",62356,-91.09115,"","Illinois",39.599949
"New Canton","VA",23123,-78.2868,"","Virginia",37.663039
"New Carlisle","IN",46552,-86.50412,588,"Indiana",41.708183
"New Carlisle","OH",45344,-84.01992,542,"Ohio",39.939925
"New Castle","AL",35119,-86.77574,"","Alabama",33.640823
"New Castle","CO",81647,-107.54974,751,"Colorado",39.567059
"New Castle","IN",47362,-85.36969999999999,527,"Indiana",39.92698
"New Castle","KY",40050,-85.17658,529,"Kentucky",38.435604
"New Castle","NH",3854,-70.72353,506,"New Hampshire",43.068338
"New Castle","PA",16101,-80.32747000000001,508,"Pennsylvania",40.992023
"New Castle","PA",16102,-80.38291,"","Pennsylvania",40.970991
"New Castle","VA",24127,-80.17301999999999,573,"Virginia",37.505033
"New Church","VA",23415,-75.53045,544,"Virginia",37.973042
"New City","NY",10956,-73.9949,501,"New York",41.145495
"New Columbia","PA",17856,-76.91245000000001,"","Pennsylvania",41.047295
"New Concord","KY",42076,-88.06837,"","Kentucky",36.540753
"New Concord","OH",43762,-81.73657,596,"Ohio",40.018953
"New Creek","WV",26743,-79.07483999999999,"","West Virginia",39.291478
"New Cumberland","PA",17070,-76.86848999999999,566,"Pennsylvania",40.22004
"New Cumberland","WV",26047,-80.58925000000001,554,"West Virginia",40.519953
"New Cuyama","CA",93254,-119.74696,855,"California",34.956385
"New Deal","TX",79350,-101.83672,"","Texas",33.751374
"New Derry","PA",15671,-79.3194,"","Pennsylvania",40.356055
"New Diana","TX",75640,-94.69544,"","Texas",32.723482
"New Douglas","IL",62074,-89.68226,"","Illinois",38.964162
"New Durham","NH",3855,-71.14628,506,"New Hampshire",43.443682
"New Eagle","PA",15067,-79.95304,"","Pennsylvania",40.207526
"New Edinburg","AR",71660,-92.18447,"","Arkansas",33.736301
"New Effington","SD",57255,-96.91988000000001,725,"South Dakota",45.859799
"New Egypt","NJ",8533,-74.48433,501,"New Jersey",40.075185
"New Ellenton","SC",29809,-81.68631999999999,520,"South Carolina",33.415481
"New England","ND",58647,-102.8735,687,"North Dakota",46.511555
"New England","WV",26181,-81.66508,"","West Virginia",39.220948
"New Enterprise","PA",16664,-78.41772,574,"Pennsylvania",40.174807
"New Era","MI",49446,-86.40264999999999,563,"Michigan",43.551783
"New Fairfield","CT",6812,-73.49673,501,"Connecticut",41.472227
"New Florence","MO",63363,-91.44852,"","Missouri",38.881628
"New Florence","PA",15944,-79.0772,"","Pennsylvania",40.371165
"New Franken","WI",54229,-87.81553,658,"Wisconsin",44.559995
"New Franklin","MO",65274,-92.68810999999999,604,"Missouri",39.015654
"New Freedom","PA",17349,-76.68112000000001,566,"Pennsylvania",39.753369
"New Freeport","PA",15352,-80.39778,"","Pennsylvania",39.748534
"New Galilee","PA",16141,-80.40181,"","Pennsylvania",40.853014
"New Germany","MN",55367,-93.97154,"","Minnesota",44.886776
"New Glarus","WI",53574,-89.64075,669,"Wisconsin",42.81636
"New Gloucester","ME",4260,-70.29488000000001,500,"Maine",43.957375
"New Goshen","IN",47863,-87.46293,581,"Indiana",39.580862
"New Gretna","NJ",8224,-74.45628000000001,504,"New Jersey",39.595957
"New Hamburg","NY",12590,-73.89579000000001,"","New York",41.59466
"New Hampshire","OH",45870,-83.95347,"","Ohio",40.555807
"New Hampton","IA",50659,-92.32323,637,"Iowa",43.072094
"New Hampton","MO",64471,-94.19587,"","Missouri",40.264749
"New Hampton","NH",3256,-71.64372,506,"New Hampshire",43.60768
"New Hampton","NY",10958,-74.41571,"","New York",41.384738
"New Harbor","ME",4554,-69.51314000000001,500,"Maine",43.863028
"New Harmony","IN",47631,-87.91918,649,"Indiana",38.117974
"New Harmony","UT",84757,-113.2821,770,"Utah",37.391483
"New Hartford","CT",6057,-73.00492,533,"Connecticut",41.852712
"New Hartford","IA",50660,-92.62663999999999,"","Iowa",42.568395
"New Hartford","NY",13413,-75.28767000000001,526,"New York",43.067169
"New Haven","CT",6504,-72.93561,533,"Connecticut",41.304697
"New Haven","CT",6510,-72.92479,"","Connecticut",41.306197
"New Haven","CT",6511,-72.92798000000001,"","Connecticut",41.317197
"New Haven","CT",6515,-72.96902,"","Connecticut",41.327997
"New Haven","CT",6519,-72.93673,"","Connecticut",41.295197
"New Haven","IL",62867,-88.12264,632,"Illinois",37.914363
"New Haven","IN",46774,-84.98663999999999,509,"Indiana",41.081548
"New Haven","MI",48050,-82.8092,505,"Michigan",42.786198
"New Haven","MO",63068,-91.24469000000001,609,"Missouri",38.558836
"New Haven","OH",44850,-82.68056,"","Ohio",41.034683
"New Haven","VT",5472,-73.166,"","Vermont",44.121825
"New Haven","WV",25265,-81.96731,"","West Virginia",38.988059
"New Hill","NC",27562,-78.97271000000001,"","North Carolina",35.633286
"New Holland","IL",62671,-89.56053,"","Illinois",40.186852
"New Holland","OH",43145,-83.26409,"","Ohio",39.555409
"New Holland","PA",17557,-76.08031,566,"Pennsylvania",40.102296
"New Holland","SD",57364,-98.61011999999999,"","South Dakota",43.429115
"New Holstein","WI",53061,-88.09962,658,"Wisconsin",43.949961
"New Home","TX",79383,-101.91065,"","Texas",33.330983
"New Hope","AL",35760,-86.39852,691,"Alabama",34.541285
"New Hope","KY",40052,-85.50817000000001,"","Kentucky",37.585365
"New Hope","PA",18938,-74.99319,504,"Pennsylvania",40.354735
"New Hradec","ND",58601,-102.8041,"","North Dakota",46.878057
"New Hudson","MI",48165,-83.62916,505,"Michigan",42.501401
"New Hyde Park","NY",11042,-73.69379000000001,501,"New York",40.760128
"New Iberia","LA",70560,-91.84072999999999,642,"Louisiana",29.975453
"New Iberia","LA",70563,-91.78314,"","Louisiana",30.022348
"New Ipswich","NH",3071,-71.86706,506,"New Hampshire",42.753726
"New Johnsonville","TN",37134,-87.9564,659,"Tennessee",36.022057
"New Kent","VA",23124,-77.06664000000001,556,"Virginia",37.545276
"New Kingston","NY",12459,-74.68912,"","New York",42.227987
"New Kingstown","PA",17072,-77.08212,566,"Pennsylvania",40.233164
"New Knoxville","OH",45871,-84.31129,558,"Ohio",40.491725
"New Laguna","NM",87038,-107.44137,"","New Mexico",35.05463
"New Lebanon","NY",12125,-73.4075,532,"New York",42.474028
"New Lebanon","OH",45345,-84.39256,542,"Ohio",39.743766
"New Lenox","IL",60451,-87.96475,602,"Illinois",41.509231
"New Lexington","OH",43764,-82.19823,535,"Ohio",39.717824
"New Liberty","IL",62910,-88.58186000000001,"","Illinois",37.140282
"New Liberty","IA",52765,-90.86944,"","Iowa",41.720483
"New Liberty","KY",40355,-84.8279,"","Kentucky",38.606023
"New Lima","OK",74884,-96.50660000000001,"","Oklahoma",35.166644
"New Lisbon","NJ",8064,-74.63687,"","New Jersey",39.961921
"New Lisbon","WI",53950,-90.13777,669,"Wisconsin",43.90147
"New London","CT",6320,-72.10338,533,"Connecticut",41.352498
"New London","IA",52645,-91.39964999999999,682,"Iowa",40.920995
"New London","MN",56273,-94.99921000000001,613,"Minnesota",45.327429
"New London","MO",63459,-91.38258,717,"Missouri",39.584889
"New London","NH",3257,-72.00004,506,"New Hampshire",43.418863
"New London","NC",28127,-80.1649,517,"North Carolina",35.463024
"New London","OH",44851,-82.40483,510,"Ohio",41.098478
"New London","WI",54961,-88.75521000000001,658,"Wisconsin",44.394143
"New Lothrop","MI",48460,-83.98443,513,"Michigan",43.131102
"New Madison","OH",45346,-84.70471000000001,542,"Ohio",39.971929
"New Madrid","MO",63869,-89.54434999999999,632,"Missouri",36.59793
"New Manchester","WV",26056,-80.57999,"","West Virginia",40.5323
"New Market","AL",35761,-86.44271999999999,691,"Alabama",34.902137
"New Market","IN",47965,-86.92076,527,"Indiana",39.950948
"New Market","IA",51646,-94.88772,679,"Iowa",40.732886
"New Market","MD",21774,-77.28676,511,"Maryland",39.408627
"New Market","TN",37820,-83.56389,557,"Tennessee",36.089568
"New Market","VA",22844,-78.66417,511,"Virginia",38.652274
"New Marshfield","OH",45766,-82.2586,"","Ohio",39.32502
"New Martinsville","WV",26155,-80.83465,554,"West Virginia",39.646099
"New Matamoras","OH",45767,-81.12031,"","Ohio",39.524674
"New Meadows","ID",83654,-116.34335,757,"Idaho",45.077791
"New Memphis","IL",62266,-89.67869,"","Illinois",38.478
"New Middletown","IN",47160,-86.05222999999999,"","Indiana",38.165541
"New Middletown","OH",44442,-80.55862,536,"Ohio",40.966908
"New Milford","CT",6776,-73.41313,533,"Connecticut",41.581494
"New Milford","NJ",7646,-74.0188,501,"New Jersey",40.936211
"New Milford","PA",18834,-75.72077,577,"Pennsylvania",41.853082
"New Millport","PA",16861,-78.53394,"","Pennsylvania",40.87713
"New Milton","WV",26411,-80.71039,"","West Virginia",39.185707
"New Monmouth","NJ",7748,-74.11718,"","New Jersey",40.410213
"New Munich","MN",56356,-94.75466,"","Minnesota",45.628804
"New Orleans","LA",70112,-90.07756999999999,622,"Louisiana",29.956804
"New Orleans","LA",70113,-90.08408,"","Louisiana",29.943505
"New Orleans","LA",70114,-90.03667,"","Louisiana",29.938155
"New Orleans","LA",70115,-90.10196999999999,"","Louisiana",29.927305
"New Orleans","LA",70116,-90.06403,"","Louisiana",29.968054
"New Orleans","LA",70117,-90.03036,"","Louisiana",29.970404
"New Orleans","LA",70118,-90.12347,"","Louisiana",29.952305
"New Orleans","LA",70119,-90.08747,"","Louisiana",29.974504
"New Orleans","LA",70122,-90.06264,"","Louisiana",30.006353
"New Orleans","LA",70124,-90.10947,"","Louisiana",30.006003
"New Orleans","LA",70125,-90.10411000000001,"","Louisiana",29.951705
"New Orleans","LA",70126,-90.01972000000001,"","Louisiana",30.016002
"New Orleans","LA",70127,-89.97736,"","Louisiana",30.033475
"New Orleans","LA",70128,-89.95638,"","Louisiana",30.05031
"New Orleans","LA",70129,-89.88511,"","Louisiana",30.063059
"New Orleans","LA",70130,-90.07195,"","Louisiana",29.938005
"New Orleans","LA",70131,-89.98981999999999,"","Louisiana",29.917005
"New Orleans","LA",70163,-90.07532,"","Louisiana",29.95006
"New Oxford","PA",17350,-77.06305,566,"Pennsylvania",39.874531
"New Palestine","IN",46163,-85.89726,527,"Indiana",39.726811
"New Paris","IN",46553,-85.84083,588,"Indiana",41.48922
"New Paris","OH",45347,-84.77788,"","Ohio",39.876255
"New Paris","PA",15554,-78.5877,"","Pennsylvania",40.121392
"New Park","PA",17352,-76.50129,"","Pennsylvania",39.761007
"New Philadelphia","OH",44663,-81.44439,510,"Ohio",40.477187
"New Pine Creek","CA",97635,-120.28989,813,"California",41.924974
"New Plymouth","ID",83655,-116.81389,757,"Idaho",43.96929
"New Plymouth","OH",45654,-82.39503000000001,"","Ohio",39.376504
"New Point","IN",47263,-85.33006,"","Indiana",39.308947
"New Point","VA",23125,-76.27988999999999,"","Virginia",37.342721
"New Port Richey","FL",34652,-82.72817999999999,539,"Florida",28.237582
"New Port Richey","FL",34653,-82.69869,"","Florida",28.248558
"New Port Richey","FL",34654,-82.61781999999999,"","Florida",28.295714
"New Port Richey","FL",34655,-82.66973,"","Florida",28.209833
"New Portland","ME",4954,-70.10453,537,"Maine",44.904101
"New Post","WI",54828,-91.25765,"","Wisconsin",45.858431
"New Prague","MN",56071,-93.57848,613,"Minnesota",44.546463
"New Preston Marb","CT",6777,-73.34350000000001,"","Connecticut",41.697487
"New Providence","IA",50206,-93.2007,"","Iowa",42.250902
"New Providence","NJ",7974,-74.40225,501,"New Jersey",40.698268
"New Providence","PA",17560,-76.21545999999999,"","Pennsylvania",39.915209
"New Raymer","CO",80742,-103.87807,"","Colorado",40.603869
"New Richland","MN",56072,-93.53178,613,"Minnesota",43.899778
"New Richmond","IN",47967,-86.98345999999999,527,"Indiana",40.192176
"New Richmond","OH",45157,-84.24755,515,"Ohio",38.957385
"New Richmond","WV",24867,-81.49308000000001,"","West Virginia",37.568981
"New Richmond","WI",54017,-92.53691000000001,613,"Wisconsin",45.122052
"New Riegel","OH",44853,-83.29505,547,"Ohio",41.057873
"New Ringgold","PA",17960,-75.96098000000001,"","Pennsylvania",40.700548
"New River Stage","AZ",85027,-112.11429,"","Arizona",33.698731
"New River","AZ",85087,-112.09992,753,"Arizona",33.921493
"New Roads","LA",70760,-91.44032,716,"Louisiana",30.700337
"New Rochelle","NY",10801,-73.78643,501,"New York",40.915845
"New Rochelle","NY",10804,-73.78797,"","New York",40.946805
"New Rochelle","NY",10805,-73.77933,"","New York",40.897783
"New Ross","IN",47968,-86.73576,"","Indiana",39.961958
"New Russia","NY",12964,-73.64792,"","New York",44.129094
"New Salem","IL",62357,-90.84253,717,"Illinois",39.696523
"New Salem","MA",1331,-72.20836,"","Massachusetts",42.579931
"New Salem","MA",1355,-72.33345,"","Massachusetts",42.485899
"New Salem","MA",1364,-72.29263,"","Massachusetts",42.599614
"New Salem","PA",15468,-79.84669,"","Pennsylvania",39.936535
"New Salisbury","IN",47161,-86.09478,"","Indiana",38.312878
"New Sarpy","LA",70047,-90.37563,"","Louisiana",29.969128
"New Sharon","IA",50207,-92.64823,679,"Iowa",41.445018
"New Sharon","ME",4955,-70.01524999999999,500,"Maine",44.638255
"New Site","MS",38859,-88.36794,"","Mississippi",34.530559
"New Smyrna Beach","FL",32168,-80.95735999999999,534,"Florida",29.016897
"New Smyrna Beach","FL",32169,-80.87560999999999,"","Florida",28.998887
"New Springfield","OH",44443,-80.60039,536,"Ohio",40.917556
"New Stanton","PA",15672,-79.61611000000001,"","Pennsylvania",40.231003
"New Straitsville","OH",43766,-82.25279,535,"Ohio",39.588854
"New Suffolk","NY",11956,-72.47505,"","New York",40.991836
"New Sweden","ME",4762,-68.1204,552,"Maine",46.953804
"New Tazewell","TN",37825,-83.65241,"","Tennessee",36.417235
"New Trenton","IN",47035,-84.90196,"","Indiana",39.310292
"New Tripoli","PA",18066,-75.72689,504,"Pennsylvania",40.653037
"New Troy","MI",49119,-86.54919,"","Michigan",41.875968
"New Ulm","MN",56073,-94.46149,737,"Minnesota",44.308395
"New Ulm","TX",78950,-96.49617000000001,"","Texas",29.909257
"New Underwood","SD",57761,-102.78887,764,"South Dakota",44.133058
"New Vernon","NJ",7976,-74.48851000000001,501,"New Jersey",40.733739
"New Vienna","IA",52065,-91.10572000000001,"","Iowa",42.559621
"New Vienna","OH",45159,-83.68731,515,"Ohio",39.326987
"New Vineyard","ME",4956,-70.12443,500,"Maine",44.79781
"New Virginia","IA",50210,-93.71388,"","Iowa",41.193148
"New Washington","IN",47162,-85.49124,529,"Indiana",38.548693
"New Washington","OH",44854,-82.85436,535,"Ohio",40.954399
"New Waterford","OH",44445,-80.61956000000001,536,"Ohio",40.842848
"New Waverly","IN",46961,-86.1918,"","Indiana",40.765286
"New Waverly","TX",77358,-95.46751999999999,618,"Texas",30.545212
"New Wells","MO",63732,-89.6032,"","Missouri",37.584014
"New Weston","OH",45348,-84.65016,"","Ohio",40.332705
"New Whiteland","IN",46184,-86.08543,"","Indiana",39.557799
"New Wilmington","PA",16142,-80.33492,508,"Pennsylvania",41.135063
"New Windsor","IL",61465,-90.45631,"","Illinois",41.200936
"New Windsor","MD",21776,-77.09715,512,"Maryland",39.529834
"New Windsor","NY",12553,-74.05974999999999,501,"New York",41.46359
"New Woodstock","NY",13122,-75.84778,"","New York",42.837642
"New York Mills","MN",56567,-95.38106000000001,724,"Minnesota",46.534993
"New York Mills","NY",13417,-75.29566,"","New York",43.102469
"New York","NY",10001,-73.99653000000001,501,"New York",40.750742
"New York","NY",10002,-73.98699999999999,"","New York",40.71704
"New York","NY",10003,-73.98935,"","New York",40.732509
"New York","NY",10005,-74.00857999999999,"","New York",40.706019
"New York","NY",10006,-74.01342,"","New York",40.707904
"New York","NY",10007,-74.00721,"","New York",40.714754
"New York","NY",10009,-73.97864,"","New York",40.727093
"New York","NY",10010,-73.98205,"","New York",40.739022
"New York","NY",10011,-74.00012,"","New York",40.741012
"New York","NY",10012,-73.99834,"","New York",40.72596
"New York","NY",10013,-74.00526000000001,"","New York",40.720666
"New York","NY",10014,-74.00532,"","New York",40.734718
"New York","NY",10016,-73.97759000000001,"","New York",40.74618
"New York","NY",10017,-73.97230999999999,"","New York",40.752159
"New York","NY",10018,-73.99337,"","New York",40.755101
"New York","NY",10019,-73.98560000000001,"","New York",40.765714
"New York","NY",10020,-73.98023999999999,"","New York",40.758667
"New York","NY",10021,-73.96044999999999,"","New York",40.76842
"New York","NY",10022,-73.96732,"","New York",40.759015
"New York","NY",10023,-73.98285,"","New York",40.776099
"New York","NY",10024,-73.97709,"","New York",40.786387
"New York","NY",10025,-73.96811,"","New York",40.798502
