City,State,DMA Region,DMA Region Code,Criteria ID
Hiawassee,Georgia,"Atlanta, GA",524,1015384
Hinesville,Georgia,"Savannah, GA",507,1015385
Hiram,Georgia,"Atlanta, GA",524,1015386
Homer,Georgia,"Atlanta, GA",524,1015387
Homerville,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015388
Hoschton,Georgia,"Atlanta, GA",524,1015389
Irwinton,Georgia,"Macon, GA",503,1015390
Jackson,Georgia,"Atlanta, GA",524,1015391
Jasper,Georgia,"Atlanta, GA",524,1015392
Jefferson,Georgia,"Atlanta, GA",524,1015393
Jeffersonville,Georgia,"Macon, GA",503,1015394
Jenkinsburg,Georgia,"Atlanta, GA",524,1015395
Jesup,Georgia,"Savannah, GA",507,1015396
Jewell,Georgia,"Augusta, GA",520,1015397
Jonesboro,Georgia,"Atlanta, GA",524,1015398
Kennesaw,Georgia,"Atlanta, GA",524,1015399
Kings Bay Base,Georgia,"Jacksonville, FL",561,1015400
Kingsland,Georgia,"Jacksonville, FL",561,1015401
Kingston,Georgia,"Atlanta, GA",524,1015402
LaFayette,Georgia,"Chattanooga, TN",575,1015403
LaGrange,Georgia,"Atlanta, GA",524,1015404
Lake Park,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015405
Lakeland,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015406
Lavonia,Georgia,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567,1015407
Lawrenceville,Georgia,"Atlanta, GA",524,1015408
Leesburg,Georgia,"Albany, GA",525,1015409
Lenox,Georgia,"Albany, GA",525,1015410
Leslie,Georgia,"Columbus, GA",522,1015411
Lexington,Georgia,"Atlanta, GA",524,1015412
Lilburn,Georgia,"Atlanta, GA",524,1015413
Lincolnton,Georgia,"Augusta, GA",520,1015414
Lithia Springs,Georgia,"Atlanta, GA",524,1015415
Lithonia,Georgia,"Atlanta, GA",524,1015416
Lizella,Georgia,"Macon, GA",503,1015417
Locust Grove,Georgia,"Atlanta, GA",524,1015418
Loganville,Georgia,"Atlanta, GA",524,1015419
Lookout Mountain,Georgia,"Chattanooga, TN",575,1015420
Louisville,Georgia,"Augusta, GA",520,1015421
Ludowici,Georgia,"Savannah, GA",507,1015422
Lula,Georgia,"Atlanta, GA",524,1015423
Luthersville,Georgia,"Atlanta, GA",524,1015424
Lyons,Georgia,"Savannah, GA",507,1015425
Mableton,Georgia,"Atlanta, GA",524,1015426
Macon,Georgia,"Macon, GA",503,1015427
Madison,Georgia,"Atlanta, GA",524,1015428
Manchester,Georgia,"Atlanta, GA",524,1015429
Marble Hill,Georgia,"Atlanta, GA",524,1015430
Marietta,Georgia,"Atlanta, GA",524,1015431
McRae,Georgia,"Macon, GA",503,1015432
McDonough,Georgia,"Atlanta, GA",524,1015433
Meansville,Georgia,"Atlanta, GA",524,1015434
Menlo,Georgia,"Chattanooga, TN",575,1015435
Metter,Georgia,"Savannah, GA",507,1015436
Midland,Georgia,"Columbus, GA",522,1015437
Milledgeville,Georgia,"Macon, GA",503,1015438
Millen,Georgia,"Augusta, GA",520,1015439
Monroe,Georgia,"Atlanta, GA",524,1015440
Montezuma,Georgia,"Macon, GA",503,1015441
Monticello,Georgia,"Atlanta, GA",524,1015442
Morgan,Georgia,"Albany, GA",525,1015443
Morrow,Georgia,"Atlanta, GA",524,1015444
Moultrie,Georgia,"Albany, GA",525,1015445
Mount Vernon,Georgia,"Savannah, GA",507,1015446
Mountain City,Georgia,"Atlanta, GA",524,1015447
Nahunta,Georgia,"Jacksonville, FL",561,1015448
Nashville,Georgia,"Albany, GA",525,1015449
Nelson,Georgia,"Atlanta, GA",524,1015450
Newington,Georgia,"Savannah, GA",507,1015451
Newnan,Georgia,"Atlanta, GA",524,1015452
Newton,Georgia,"Albany, GA",525,1015453
Nicholls,Georgia,"Albany, GA",525,1015454
Norcross,Georgia,"Atlanta, GA",524,1015455
North Metro,Georgia,"Atlanta, GA",524,1015456
Oakwood,Georgia,"Atlanta, GA",524,1015457
Ochlocknee,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015458
Ocilla,Georgia,"Albany, GA",525,1015459
Oconee,Georgia,"Macon, GA",503,1015460
Oglethorpe,Georgia,"Macon, GA",503,1015461
Oxford,Georgia,"Atlanta, GA",524,1015462
Palmetto,Georgia,"Atlanta, GA",524,1015463
Peachtree City,Georgia,"Atlanta, GA",524,1015464
Pearson,Georgia,"Albany, GA",525,1015465
Pelham,Georgia,"Albany, GA",525,1015466
Pembroke,Georgia,"Savannah, GA",507,1015467
Pendergrass,Georgia,"Atlanta, GA",524,1015468
Perkins,Georgia,"Augusta, GA",520,1015469
Perry,Georgia,"Macon, GA",503,1015470
Pine Lake,Georgia,"Atlanta, GA",524,1015471
Pine Mountain,Georgia,"Columbus, GA",522,1015472
Pooler,Georgia,"Savannah, GA",507,1015473
Powder Springs,Georgia,"Atlanta, GA",524,1015474
Preston,Georgia,"Columbus, GA",522,1015475
Quitman,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015476
Rabun Gap,Georgia,"Atlanta, GA",524,1015477
Ranger,Georgia,"Atlanta, GA",524,1015478
Redan,Georgia,"Atlanta, GA",524,1015479
Reidsville,Georgia,"Savannah, GA",507,1015480
Rentz,Georgia,"Macon, GA",503,1015481
Rex,Georgia,"Atlanta, GA",524,1015482
Reynolds,Georgia,"Macon, GA",503,1015483
Riceboro,Georgia,"Savannah, GA",507,1015484
Richmond Hill,Georgia,"Savannah, GA",507,1015485
Rincon,Georgia,"Savannah, GA",507,1015486
Ringgold,Georgia,"Chattanooga, TN",575,1015487
Riverdale,Georgia,"Atlanta, GA",524,1015488
Roberta,Georgia,"Macon, GA",503,1015489
Rochelle,Georgia,"Macon, GA",503,1015490
Rock Spring,Georgia,"Chattanooga, TN",575,1015491
Rockmart,Georgia,"Atlanta, GA",524,1015492
Rome,Georgia,"Atlanta, GA",524,1015493
Roopville,Georgia,"Atlanta, GA",524,1015494
Rossville,Georgia,"Chattanooga, TN",575,1015495
Roswell,Georgia,"Atlanta, GA",524,1015496
Rutledge,Georgia,"Atlanta, GA",524,1015497
Sandersville,Georgia,"Macon, GA",503,1015498
Sardis,Georgia,"Augusta, GA",520,1015499
Sautee Nacoochee,Georgia,"Atlanta, GA",524,1015500
Savannah,Georgia,"Savannah, GA",507,1015501
Scottdale,Georgia,"Atlanta, GA",524,1015502
Screven,Georgia,"Savannah, GA",507,1015503
Senoia,Georgia,"Atlanta, GA",524,1015504
Sharon,Georgia,"Augusta, GA",520,1015505
Shellman,Georgia,"Columbus, GA",522,1015506
Smyrna,Georgia,"Atlanta, GA",524,1015507
Snellville,Georgia,"Atlanta, GA",524,1015508
Social Circle,Georgia,"Atlanta, GA",524,1015509
Soperton,Georgia,"Macon, GA",503,1015510
Sparta,Georgia,"Macon, GA",503,1015511
Springfield,Georgia,"Savannah, GA",507,1015512
Saint Marys,Georgia,"Jacksonville, FL",561,1015513
Saint Simons Island,Georgia,"Jacksonville, FL",561,1015514
Statenville,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015515
Statesboro,Georgia,"Savannah, GA",507,1015516
Statham,Georgia,"Atlanta, GA",524,1015517
Stockbridge,Georgia,"Atlanta, GA",524,1015518
Stone Mountain,Georgia,"Atlanta, GA",524,1015519
Summerville,Georgia,"Chattanooga, TN",575,1015520
Suwanee,Georgia,"Atlanta, GA",524,1015521
Swainsboro,Georgia,"Augusta, GA",520,1015522
Sylvania,Georgia,"Savannah, GA",507,1015523
Sylvester,Georgia,"Albany, GA",525,1015524
Talbotton,Georgia,"Columbus, GA",522,1015525
Tallapoosa,Georgia,"Atlanta, GA",524,1015526
Temple,Georgia,"Atlanta, GA",524,1015527
Tennille,Georgia,"Macon, GA",503,1015528
Thomaston,Georgia,"Atlanta, GA",524,1015529
Thomasville,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015530
Thomson,Georgia,"Augusta, GA",520,1015531
Tifton,Georgia,"Albany, GA",525,1015532
Toccoa,Georgia,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567,1015533
Toccoa Falls,Georgia,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567,1015534
Trenton,Georgia,"Chattanooga, TN",575,1015535
Trion,Georgia,"Chattanooga, TN",575,1015536
Tucker,Georgia,"Atlanta, GA",524,1015537
Tunnel Hill,Georgia,"Chattanooga, TN",575,1015538
Tybee Island,Georgia,"Savannah, GA",507,1015539
Tyrone,Georgia,"Atlanta, GA",524,1015540
Union City,Georgia,"Atlanta, GA",524,1015541
Union Point,Georgia,"Atlanta, GA",524,1015542
Upatoi,Georgia,"Columbus, GA",522,1015543
Valdosta,Georgia,"Tallahassee, FL-Thomasville, GA",530,1015544
Vidalia,Georgia,"Savannah, GA",507,1015545
Vienna,Georgia,"Macon, GA",503,1015546
Villa Rica,Georgia,"Atlanta, GA",524,1015547
Waleska,Georgia,"Atlanta, GA",524,1015548
Warm Springs,Georgia,"Atlanta, GA",524,1015549
Warner Robins,Georgia,"Macon, GA",503,1015550
Warrenton,Georgia,"Augusta, GA",520,1015551
Warwick,Georgia,"Albany, GA",525,1015552
Washington,Georgia,"Augusta, GA",520,1015553
Watkinsville,Georgia,"Atlanta, GA",524,1015554
Waycross,Georgia,"Jacksonville, FL",561,1015555
Waynesboro,Georgia,"Augusta, GA",520,1015556
Waynesville,Georgia,"Jacksonville, FL",561,1015557
West Point,Georgia,"Atlanta, GA",524,1015558
Whitesburg,Georgia,"Atlanta, GA",524,1015559
Winder,Georgia,"Atlanta, GA",524,1015560
Winston,Georgia,"Atlanta, GA",524,1015561
Winterville,Georgia,"Atlanta, GA",524,1015562
Woodstock,Georgia,"Atlanta, GA",524,1015563
Wrens,Georgia,"Augusta, GA",520,1015564
Wrightsville,Georgia,"Macon, GA",503,1015565
Young Harris,Georgia,"Atlanta, GA",524,1015566
Zebulon,Georgia,"Atlanta, GA",524,1015567
Brookhaven,Georgia,"Atlanta, GA",524,9051650
Candler-McAfee,Georgia,"Atlanta, GA",524,9051688
Chamblee,Georgia,"Atlanta, GA",524,9051714
College Park,Georgia,"Atlanta, GA",524,9051752
Dock Junction,Georgia,"Jacksonville, FL",561,9051837
Doraville,Georgia,"Atlanta, GA",524,9051840
Druid Hills,Georgia,"Atlanta, GA",524,9051844
Dunwoody,Georgia,"Atlanta, GA",524,9051852
East Point,Georgia,"Atlanta, GA",524,9051879
Garden City,Georgia,"Savannah, GA",507,9052010
Georgetown,Georgia,"Savannah, GA",507,9052021
Hapeville,Georgia,"Atlanta, GA",524,9052102
Holly Springs,Georgia,"Atlanta, GA",524,9052147
Johns Creek,Georgia,"Atlanta, GA",524,9052206
Martinez,Georgia,"Augusta, GA",520,9052398
Midway,Georgia,"Savannah, GA",507,9052434
Milton,Georgia,"Atlanta, GA",524,9052447
Mountain Park,Georgia,"Atlanta, GA",524,9052492
North Decatur,Georgia,"Atlanta, GA",524,9052538
North Druid Hills,Georgia,"Atlanta, GA",524,9052539
Panthersville,Georgia,"Atlanta, GA",524,9052635
Port Wentworth,Georgia,"Savannah, GA",507,9052704
Porterdale,Georgia,"Atlanta, GA",524,9052708
Sandy Springs,Georgia,"Atlanta, GA",524,9052803
Skidaway Island,Georgia,"Savannah, GA",507,9052854
Sugar Hill,Georgia,"Atlanta, GA",524,9052933
Vinings,Georgia,"Atlanta, GA",524,9053058
Wilmington Island,Georgia,"Savannah, GA",507,9053174
Aiea,Hawaii,"Honolulu, HI",744,1015568
Captain Cook,Hawaii,"Honolulu, HI",744,1015569
Eleele,Hawaii,"Honolulu, HI",744,1015570
Ewa Beach,Hawaii,"Honolulu, HI",744,1015571
Haiku-Pauwela,Hawaii,"Honolulu, HI",744,1015572
Haleiwa,Hawaii,"Honolulu, HI",744,1015573
Hana,Hawaii,"Honolulu, HI",744,1015574
Hanalei,Hawaii,"Honolulu, HI",744,1015575
Hickam Field,Hawaii,"Honolulu, HI",744,1015576
Hilo,Hawaii,"Honolulu, HI",744,1015577
Honokaa,Hawaii,"Honolulu, HI",744,1015578
Honolulu,Hawaii,"Honolulu, HI",744,1015579
Ho olehua,Hawaii,"Honolulu, HI",744,1015580
Kahului,Hawaii,"Honolulu, HI",744,1015581
Kailua,Hawaii,"Honolulu, HI",744,1015582
Kailua-Kona,Hawaii,"Honolulu, HI",744,1015583
Kalaheo,Hawaii,"Honolulu, HI",744,1015584
Waimea,Hawaii,"Honolulu, HI",744,1015585
Kaneohe,Hawaii,"Honolulu, HI",744,1015586
Kapaa,Hawaii,"Honolulu, HI",744,1015587
Kapaau,Hawaii,"Honolulu, HI",744,1015588
Kapolei,Hawaii,"Honolulu, HI",744,1015589
Kaunakakai,Hawaii,"Honolulu, HI",744,1015590
Keaau,Hawaii,"Honolulu, HI",744,1015591
Kealakekua,Hawaii,"Honolulu, HI",744,1015592
Kekaha,Hawaii,"Honolulu, HI",744,1015593
Kihei,Hawaii,"Honolulu, HI",744,1015594
Kilauea,Hawaii,"Honolulu, HI",744,1015595
Koloa,Hawaii,"Honolulu, HI",744,1015596
Kula,Hawaii,"Honolulu, HI",744,1015597
Lahaina,Hawaii,"Honolulu, HI",744,1015598
Laie,Hawaii,"Honolulu, HI",744,1015599
Lanai City,Hawaii,"Honolulu, HI",744,1015600
Lihue,Hawaii,"Honolulu, HI",744,1015601
Makawao,Hawaii,"Honolulu, HI",744,1015602
Maunaloa,Hawaii,"Honolulu, HI",744,1015604
Mililani,Hawaii,"Honolulu, HI",744,1015605
Mountain View,Hawaii,"Honolulu, HI",744,1015606
Naalehu,Hawaii,"Honolulu, HI",744,1015607
Pahala,Hawaii,"Honolulu, HI",744,1015608
Pahoa,Hawaii,"Honolulu, HI",744,1015609
Paia,Hawaii,"Honolulu, HI",744,1015610
Pearl City,Hawaii,"Honolulu, HI",744,1015611
Pukalani,Hawaii,"Honolulu, HI",744,1015612
Puunene,Hawaii,"Honolulu, HI",744,1015613
Wahiawa,Hawaii,"Honolulu, HI",744,1015614
Waialua,Hawaii,"Honolulu, HI",744,1015615
Waianae,Hawaii,"Honolulu, HI",744,1015616
Waikoloa Village,Hawaii,"Honolulu, HI",744,1015617
Wailuku,Hawaii,"Honolulu, HI",744,1015618
Waipahu,Hawaii,"Honolulu, HI",744,1015619
Wheeler Army Airfield,Hawaii,"Honolulu, HI",744,1015620
Ewa Gentry,Hawaii,"Honolulu, HI",744,9051916
Ewa Villages,Hawaii,"Honolulu, HI",744,9051917
Halawa,Hawaii,"Honolulu, HI",744,9052084
Kaanapali,Hawaii,"Honolulu, HI",744,9052213
Kalaoa,Hawaii,"Honolulu, HI",744,9052215
Makakilo,Hawaii,"Honolulu, HI",744,9052371
Marine Corps Base Hawaii,Hawaii,"Honolulu, HI",744,9052393
Nanakuli,Hawaii,"Honolulu, HI",744,9052501
Napili-Honokowai,Hawaii,"Honolulu, HI",744,9052502
Princeville,Hawaii,"Honolulu, HI",744,9052716
Puako,Hawaii,"Honolulu, HI",744,9052719
Pupukea,Hawaii,"Honolulu, HI",744,9052721
Schofield Barracks,Hawaii,"Honolulu, HI",744,9052814
Village Park,Hawaii,"Honolulu, HI",744,9053054
Wailea-Makena,Hawaii,"Honolulu, HI",744,9053062
Wailua,Hawaii,"Honolulu, HI",744,9053063
Waimalu,Hawaii,"Honolulu, HI",744,9053064
Waipio,Hawaii,"Honolulu, HI",744,9053065
Ackley,Iowa,"Des Moines-Ames, IA",679,1015621
Adair,Iowa,"Des Moines-Ames, IA",679,1015622
Adel,Iowa,"Des Moines-Ames, IA",679,1015623
Afton,Iowa,"Des Moines-Ames, IA",679,1015624
Agency,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015625
Ainsworth,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015626
Akron,Iowa,"Sioux City, IA",624,1015627
Albert City,Iowa,"Sioux City, IA",624,1015628
Albia,Iowa,"Des Moines-Ames, IA",679,1015629
Alburnett,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015630
Alden,Iowa,"Des Moines-Ames, IA",679,1015631
Alexander,Iowa,"Des Moines-Ames, IA",679,1015632
Algona,Iowa,"Des Moines-Ames, IA",679,1015633
Alleman,Iowa,"Des Moines-Ames, IA",679,1015634
Allerton,Iowa,"Des Moines-Ames, IA",679,1015635
Allison,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015636
Alta,Iowa,"Sioux City, IA",624,1015637
Altoona,Iowa,"Des Moines-Ames, IA",679,1015638
Amana,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015639
Ames,Iowa,"Des Moines-Ames, IA",679,1015640
Anamosa,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015641
Andrew,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015642
Anita,Iowa,"Omaha, NE",652,1015643
Ankeny,Iowa,"Des Moines-Ames, IA",679,1015644
Anthon,Iowa,"Sioux City, IA",624,1015645
Aplington,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015646
Arcadia,Iowa,"Des Moines-Ames, IA",679,1015647
Arlington,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015648
Armstrong,Iowa,"Sioux City, IA",624,1015649
Atlantic,Iowa,"Omaha, NE",652,1015650
Audubon,Iowa,"Des Moines-Ames, IA",679,1015651
Aurelia,Iowa,"Sioux City, IA",624,1015652
Avoca,Iowa,"Omaha, NE",652,1015653
Badger,Iowa,"Des Moines-Ames, IA",679,1015654
Baldwin,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015655
Batavia,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015656
Baxter,Iowa,"Des Moines-Ames, IA",679,1015657
Bedford,Iowa,"Des Moines-Ames, IA",679,1015658
Belle Plaine,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015659
Bellevue,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015660
Belmond,Iowa,"Des Moines-Ames, IA",679,1015661
Bennett,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015662
Benton,Iowa,"Des Moines-Ames, IA",679,1015663
Bernard,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015664
Bettendorf,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015665
Blairsburg,Iowa,"Des Moines-Ames, IA",679,1015666
Blairstown,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015667
Bloomfield,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015668
Bode,Iowa,"Des Moines-Ames, IA",679,1015669
Bonaparte,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015670
Bondurant,Iowa,"Des Moines-Ames, IA",679,1015671
Boone,Iowa,"Des Moines-Ames, IA",679,1015672
Boxholm,Iowa,"Des Moines-Ames, IA",679,1015673
Boyden,Iowa,"Sioux City, IA",624,1015674
Breda,Iowa,"Des Moines-Ames, IA",679,1015675
Britt,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015676
Brooklyn,Iowa,"Des Moines-Ames, IA",679,1015677
Buffalo Center,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015678
Burlington,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015679
Burnside,Iowa,"Des Moines-Ames, IA",679,1015680
Burt,Iowa,"Des Moines-Ames, IA",679,1015681
Bussey,Iowa,"Des Moines-Ames, IA",679,1015682
Callender,Iowa,"Des Moines-Ames, IA",679,1015683
Calmar,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015684
Camanche,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015685
Cantril,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015686
Carlisle,Iowa,"Des Moines-Ames, IA",679,1015687
Carroll,Iowa,"Des Moines-Ames, IA",679,1015688
Carson,Iowa,"Omaha, NE",652,1015689
Carter Lake,Iowa,"Omaha, NE",652,1015690
Cascade,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015691
Casey,Iowa,"Des Moines-Ames, IA",679,1015692
Castana,Iowa,"Sioux City, IA",624,1015693
Cedar Falls,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015694
Cedar Rapids,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015695
Center Junction,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015696
Center Point,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015697
Centerville,Iowa,"Des Moines-Ames, IA",679,1015698
Central City,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015699
Chariton,Iowa,"Des Moines-Ames, IA",679,1015700
Charles City,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015701
Charter Oak,Iowa,"Omaha, NE",652,1015702
Cherokee,Iowa,"Sioux City, IA",624,1015703
Churdan,Iowa,"Des Moines-Ames, IA",679,1015704
Clarence,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015705
Clarinda,Iowa,"Omaha, NE",652,1015706
Clarion,Iowa,"Des Moines-Ames, IA",679,1015707
Clarksville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015708
Clear Lake,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015709
Clinton,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015710
Clive,Iowa,"Des Moines-Ames, IA",679,1015711
Coin,Iowa,"Omaha, NE",652,1015712
Colesburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015713
Colfax,Iowa,"Des Moines-Ames, IA",679,1015714
College Springs,Iowa,"Omaha, NE",652,1015715
Colo,Iowa,"Des Moines-Ames, IA",679,1015716
Columbus Junction,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015717
Conrad,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015718
Coon Rapids,Iowa,"Des Moines-Ames, IA",679,1015719
Coralville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015720
Corning,Iowa,"Des Moines-Ames, IA",679,1015721
Correctionville,Iowa,"Sioux City, IA",624,1015722
Corydon,Iowa,"Des Moines-Ames, IA",679,1015723
Council Bluffs,Iowa,"Omaha, NE",652,1015724
Crescent,Iowa,"Omaha, NE",652,1015725
Cresco,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015726
Creston,Iowa,"Des Moines-Ames, IA",679,1015727
Crystal Lake,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015728
Cumberland,Iowa,"Omaha, NE",652,1015729
Cumming,Iowa,"Des Moines-Ames, IA",679,1015730
Cylinder,Iowa,"Sioux City, IA",624,1015731
Dakota City,Iowa,"Des Moines-Ames, IA",679,1015732
Melcher-Dallas,Iowa,"Des Moines-Ames, IA",679,1015733
Dallas Center,Iowa,"Des Moines-Ames, IA",679,1015734
Danville,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015735
Davenport,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015736
De Soto,Iowa,"Des Moines-Ames, IA",679,1015737
DeWitt,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015738
Decatur City,Iowa,"Des Moines-Ames, IA",679,1015739
Decorah,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015740
Defiance,Iowa,"Omaha, NE",652,1015741
Delhi,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015742
Delmar,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015743
Denison,Iowa,"Omaha, NE",652,1015744
Denver,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015745
Des Moines,Iowa,"Des Moines-Ames, IA",679,1015746
Dexter,Iowa,"Des Moines-Ames, IA",679,1015747
Diagonal,Iowa,"Des Moines-Ames, IA",679,1015748
Dickens,Iowa,"Sioux City, IA",624,1015749
Dike,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015750
Donnellson,Iowa,"Quincy, IL-Hannibal, MO-Keokuk, IA",717,1015751
Doon,Iowa,"Sioux Falls(Mitchell), SD",725,1015752
Dows,Iowa,"Des Moines-Ames, IA",679,1015753
Dubuque,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015754
Dumont,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015755
Dunkerton,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015756
Dunlap,Iowa,"Omaha, NE",652,1015757
Durant,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015758
Dyersville,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015759
Dysart,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015760
Eagle Grove,Iowa,"Des Moines-Ames, IA",679,1015761
Earlham,Iowa,"Des Moines-Ames, IA",679,1015762
Earling,Iowa,"Omaha, NE",652,1015763
Eddyville,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015764
Edgewood,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015765
Eldon,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015766
Eldora,Iowa,"Des Moines-Ames, IA",679,1015767
Eldridge,Iowa,"Davenport,IA-Rock Island-Moline,IL",682,1015768
Elgin,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015769
Elk Horn,Iowa,"Omaha, NE",652,1015770
Elkader,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015771
Ellsworth,Iowa,"Des Moines-Ames, IA",679,1015772
Emerson,Iowa,"Omaha, NE",652,1015773
Emmetsburg,Iowa,"Sioux City, IA",624,1015774
Epworth,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015775
Essex,Iowa,"Omaha, NE",652,1015776
Estherville,Iowa,"Sioux City, IA",624,1015777
Everly,Iowa,"Sioux City, IA",624,1015778
Exira,Iowa,"Des Moines-Ames, IA",679,1015779
Fairbank,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015780
Fairfield,Iowa,"Ottumwa, IA-Kirksville, MO",631,1015781
Farley,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015782
Farragut,Iowa,"Omaha, NE",652,1015783
Fayette,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015784
Fenton,Iowa,"Des Moines-Ames, IA",679,1015785
Ferguson,Iowa,"Des Moines-Ames, IA",679,1015786
Fontanelle,Iowa,"Des Moines-Ames, IA",679,1015787
Forest City,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015788
Fredericksburg,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015789
Fremont,Iowa,"Des Moines-Ames, IA",679,1015790
Fort Dodge,Iowa,"Des Moines-Ames, IA",679,1015791
Fort Madison,Iowa,"Quincy, IL-Hannibal, MO-Keokuk, IA",717,1015792
Garnavillo,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015793
Garner,Iowa,"Rochester, MN-Mason City, IA-Austin, MN",611,1015794
Garwin,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",637,1015795
George,Iowa,"Sioux Falls(Mitchell), SD",725,1015796
Gilbert,Iowa,"Des Moines-Ames, IA",679,1015797
Gillett Grove,Iowa,"Sioux City, IA",624,1015798
